composition_id	base_id	candidate_source	candidate_group	candidate_band	is_mirror	mirror_model	assessor_source	assessor_model	path	filename	filename_original	ai_assessment_filename	ai_assessment_path	score_source_file	adequacao_ao_tema	adequacao_a_coletanea	adequacao_ao_tipo_de_texto	adequacao_a_norma_padrao	coesao	coerencia	pontuacao_total	score_sum_check	score_residual
36650_human_high	36650	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/36650.txt		36650 (0487-017).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	4.0	3.5	4.5	3.0	4.0	23.0	23.0	0.0
39585_human_high	39585	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/39585.txt		39585 (0477-024).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.5	3.5	5.0	4.0	3.5	23.0	23.0	0.0
40286_human_high	40286	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/40286.txt		40286 (0495-031).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	5.0	4.0	5.0	3.0	2.0	23.0	23.0	0.0
40713_human_high	40713	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/40713.txt		40713 (0495-025).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	4.0	4.0	4.5	3.0	4.0	23.0	23.0	0.0
34277_human_high	34277	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/34277.txt		34277 (0508-003).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.5	3.5	4.5	4.0	3.5	22.5	22.5	0.0
34717_human_high	34717	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/34717.txt		34717 (0507-039).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	4.0	3.5	4.0	4.0	3.5	22.5	22.5	0.0
34754_human_high	34754	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/34754.txt		34754 (0484-006).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.5	4.0	4.5	3.5	3.5	22.5	22.5	0.0
34901_human_high	34901	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/34901.txt		34901 (0443-012).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	3.0	4.0	4.5	4.5	4.5	22.5	22.5	0.0
35789_human_high	35789	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/35789.txt		35789 (0513-019).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	4.0	4.5	2.0	4.0	4.0	22.5	22.5	0.0
36090_human_high	36090	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/36090.txt		36090 (0509-013).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	3.0	4.0	4.5	4.0	4.0	22.5	22.5	0.0
38958_human_high	38958	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/38958.txt		38958 (0402-035).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	2.5	3.5	4.5	4.5	3.5	22.5	22.5	0.0
39465_human_high	39465	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/39465.txt		39465 (0435-028).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.5	4.0	3.5	4.5	3.5	22.5	22.5	0.0
39509_human_high	39509	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/39509.txt		39509 (0496-026).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	2.5	4.5	4.5	4.0	4.0	22.5	22.5	0.0
39989_human_high	39989	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/39989.txt		39989 (0478-015).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	3.0	4.0	4.5	4.0	4.0	22.5	22.5	0.0
40024_human_high	40024	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/40024.txt		40024 (0438-027).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	4.5	4.5	1.0	4.0	4.5	22.5	22.5	0.0
40429_human_high	40429	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/40429.txt		40429 (0413-023).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	2.0	4.5	5.0	4.0	4.0	22.5	22.5	0.0
45141_human_high	45141	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/45141.txt		45141 (0517-040).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	3.5	4.0	4.5	4.0	3.5	22.5	22.5	0.0
46003_human_high	46003	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/46003.txt		46003 (0416-011).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	2.0	4.0	5.0	4.5	4.0	22.5	22.5	0.0
46597_human_high	46597	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/46597.txt		46597 (0517-002).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	4.0	4.0	4.0	4.5	3.0	22.5	22.5	0.0
33927_human_high	33927	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/33927.txt		33927 (0415-001).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.5	4.0	4.0	3.5	3.5	22.0	22.0	0.0
34084_human_high	34084	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/34084.txt		34084 (0471-019).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.0	3.0	5.0	4.0	3.5	22.0	22.0	0.0
34641_human_high	34641	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/34641.txt		34641 (0511-008).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	4.0	4.0	4.0	2.5	3.5	22.0	22.0	0.0
34698_human_high	34698	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/34698.txt		34698 (0514-001).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.5	3.5	4.5	4.0	3.0	22.0	22.0	0.0
35100_human_high	35100	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/35100.txt		35100 (0454-001).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	4.0	2.0	4.0	4.5	3.5	22.0	22.0	0.0
35247_human_high	35247	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/35247.txt		35247 (0498-017).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	3.0	3.5	5.0	4.0	3.5	22.0	22.0	0.0
35497_human_high	35497	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/35497.txt		35497 (0483-018).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	4.0	4.0	4.0	3.0	3.0	22.0	22.0	0.0
36471_human_high	36471	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/36471.txt		36471 (0517-039).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	4.0	4.0	4.0	2.0	4.0	22.0	22.0	0.0
36926_human_high	36926	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/36926.txt		36926 (0510-007).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	3.5	3.5	3.5	4.5	4.0	22.0	22.0	0.0
37612_human_high	37612	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/37612.txt		37612 (0500-011).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.5	3.0	4.0	5.0	3.0	22.0	22.0	0.0
37961_human_high	37961	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/37961.txt		37961 (0510-026).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.0	3.5	4.0	4.0	4.0	22.0	22.0	0.0
38742_human_high	38742	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/38742.txt		38742 (0529-010).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	4.0	3.5	4.5	2.5	4.0	22.0	22.0	0.0
39305_human_high	39305	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/39305.txt		39305 (0522-015).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	4.0	4.0	4.0	2.0	4.0	22.0	22.0	0.0
40060_human_high	40060	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/40060.txt		40060 (0449-010).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	3.5	4.0	3.5	3.5	3.5	22.0	22.0	0.0
40173_human_high	40173	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/40173.txt		40173 (0478-027).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	4.0	3.5	2.0	4.5	4.0	22.0	22.0	0.0
40580_human_high	40580	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/40580.txt		40580 (0457-019).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.5	4.0	4.5	3.0	3.5	22.0	22.0	0.0
33895_human_high	33895	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/33895.txt		33895 (0458-001).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.0	4.0	4.0	3.0	4.0	21.5	21.5	0.0
33991_human_high	33991	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/33991.txt		33991 (0455-017).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.0	3.5	3.0	4.5	4.0	21.5	21.5	0.0
34648_human_high	34648	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/34648.txt		34648 (0510-009).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	3.5	3.5	3.5	4.0	3.0	21.5	21.5	0.0
35763_human_high	35763	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/35763.txt		35763 (0512-010).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	2.5	4.0	5.0	4.0	2.0	21.5	21.5	0.0
35892_human_high	35892	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/35892.txt		35892 (0513-018).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	4.0	3.5	4.0	2.0	4.0	21.5	21.5	0.0
35934_human_high	35934	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/35934.txt		35934 (0481-021).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	3.0	4.0	4.5	3.0	4.0	21.5	21.5	0.0
36330_human_high	36330	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/36330.txt		36330 (0472-010).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.5	3.0	4.5	3.5	3.5	21.5	21.5	0.0
36436_human_high	36436	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/36436.txt		36436 (0482-003).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.5	3.5	3.5	3.0	3.0	4.0	21.5	21.5	0.0
36515_human_high	36515	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/36515.txt		36515 (0476-001).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	2.5	3.5	5.0	4.0	3.5	21.5	21.5	0.0
36822_human_high	36822	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/36822.txt		36822 (0404-015).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	4.0	4.0	2.0	4.0	4.0	21.5	21.5	0.0
37102_human_high	37102	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/37102.txt		37102 (0454-014).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	2.0	3.5	4.0	4.0	4.0	21.5	21.5	0.0
37376_human_high	37376	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/37376.txt		37376 (0406-019).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	2.5	2.5	5.0	4.5	4.0	21.5	21.5	0.0
37687_human_high	37687	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/37687.txt		37687 (0473-029).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	4.0	4.0	3.5	3.0	4.0	21.5	21.5	0.0
38392_human_high	38392	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/38392.txt		38392 (0521-005).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	3.5	4.0	3.0	3.5	3.5	21.5	21.5	0.0
38437_human_high	38437	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/38437.txt		38437 (0495-008).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	2.0	3.0	4.0	4.5	4.5	3.5	21.5	21.5	0.0
39650_human_high	39650	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/39650.txt		39650 (0476-031).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.0	3.0	3.5	4.5	4.5	3.0	21.5	21.5	0.0
39715_human_high	39715	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/39715.txt		39715 (0435-013).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	4.0	3.0	3.0	4.5	3.5	21.5	21.5	0.0
40297_human_high	40297	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/40297.txt		40297 (0402-031).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.5	2.0	2.5	3.5	4.5	4.5	21.5	21.5	0.0
40615_human_high	40615	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/40615.txt		40615 (0464-010).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	3.0	4.0	4.0	4.0	3.0	21.5	21.5	0.0
40943_human_high	40943	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/40943.txt		40943 (0480-033).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	4.0	4.0	3.5	2.5	3.0	4.5	21.5	21.5	0.0
33879_human_high	33879	human	human_high	high	False		human		corpus/01_composicoes/maiores_notas/33879.txt		33879 (0521-029).txt			corpus/00_fontes/composicoes_de_admissao_universitaria.tsv	3.5	4.0	3.5	2.5	3.5	4.0	21.0	21.0	0.0
